coverage	seqs	seqnames	Type	Chromosome	Position	seq_type
-1	10	10	deletion	10	1697	deletion_10
-1	11	10	deletion	10	1698	deletion_10
-3	12	10	deletion	10	1699	deletion_10
-3	13	10	deletion	10	1700	deletion_10
-3	14	10	deletion	10	1701	deletion_10
-2	15	10	deletion	10	1702	deletion_10
-2	16	10	deletion	10	1703	deletion_10
-1	17	10	deletion	10	1704	deletion_10
-1	18	10	deletion	10	1705	deletion_10
-1	19	10	deletion	10	1706	deletion_10
-1	20	10	deletion	10	1707	deletion_10
-1	21	10	deletion	10	1708	deletion_10
-1	22	10	deletion	10	1709	deletion_10
-1	23	10	deletion	10	1710	deletion_10
-1	24	10	deletion	10	1711	deletion_10
-1	25	10	deletion	10	1712	deletion_10
-1	26	10	deletion	10	1713	deletion_10
-1	27	10	deletion	10	1714	deletion_10
-1	28	10	deletion	10	1715	deletion_10
-1	29	10	deletion	10	1716	deletion_10
-1	30	10	deletion	10	1717	deletion_10
-1	31	10	deletion	10	1718	deletion_10
-1	32	10	deletion	10	1719	deletion_10
-1	33	10	deletion	10	1720	deletion_10
-1	34	10	deletion	10	1721	deletion_10
-1	35	10	deletion	10	1722	deletion_10
-1	36	10	deletion	10	1723	deletion_10
-1	37	10	deletion	10	1724	deletion_10
-1	38	10	deletion	10	1725	deletion_10
-1	39	10	deletion	10	1726	deletion_10
0	40	10	deletion	10	1727	deletion_10
0	41	10	deletion	10	1728	deletion_10
0	42	10	deletion	10	1729	deletion_10
-1	43	10	deletion	10	1730	deletion_10
-1	44	10	deletion	10	1731	deletion_10
-1	45	10	deletion	10	1732	deletion_10
-2	46	10	deletion	10	1733	deletion_10
-2	47	10	deletion	10	1734	deletion_10
-2	48	10	deletion	10	1735	deletion_10
-2	49	10	deletion	10	1736	deletion_10
-2	50	10	deletion	10	1737	deletion_10
-2	51	10	deletion	10	1738	deletion_10
-2	52	10	deletion	10	1739	deletion_10
-4	53	10	deletion	10	1740	deletion_10
-3	54	10	deletion	10	1741	deletion_10
-3	55	10	deletion	10	1742	deletion_10
-3	56	10	deletion	10	1743	deletion_10
-4	57	10	deletion	10	1744	deletion_10
-3	58	10	deletion	10	1745	deletion_10
-3	59	10	deletion	10	1746	deletion_10
-3	60	10	deletion	10	1747	deletion_10
-3	61	10	deletion	10	1748	deletion_10
-2	62	10	deletion	10	1749	deletion_10
-2	63	10	deletion	10	1750	deletion_10
-2	64	10	deletion	10	1751	deletion_10
-2	65	10	deletion	10	1752	deletion_10
-3	66	10	deletion	10	1753	deletion_10
-2	67	10	deletion	10	1754	deletion_10
-2	68	10	deletion	10	1755	deletion_10
-3	69	10	deletion	10	1756	deletion_10
-3	70	10	deletion	10	1757	deletion_10
-3	71	10	deletion	10	1758	deletion_10
-3	72	10	deletion	10	1759	deletion_10
-2	73	10	deletion	10	1760	deletion_10
-2	74	10	deletion	10	1761	deletion_10
-2	75	10	deletion	10	1762	deletion_10
-3	76	10	deletion	10	1763	deletion_10
-3	77	10	deletion	10	1764	deletion_10
-2	78	10	deletion	10	1765	deletion_10
-1	79	10	deletion	10	1766	deletion_10
-1	80	10	deletion	10	1767	deletion_10
-1	81	10	deletion	10	1768	deletion_10
-1	82	10	deletion	10	1769	deletion_10
-3	83	10	deletion	10	1770	deletion_10
-3	84	10	deletion	10	1771	deletion_10
-3	85	10	deletion	10	1772	deletion_10
-3	86	10	deletion	10	1773	deletion_10
-5	87	10	deletion	10	1774	deletion_10
-4	88	10	deletion	10	1775	deletion_10
-3	89	10	deletion	10	1776	deletion_10
-1	90	10	deletion	10	1777	deletion_10
-1	91	10	deletion	10	1778	deletion_10
-1	92	10	deletion	10	1779	deletion_10
-2	93	10	deletion	10	1780	deletion_10
-3	94	10	deletion	10	1781	deletion_10
-4	95	10	deletion	10	1782	deletion_10
-4	96	10	deletion	10	1783	deletion_10
-4	97	10	deletion	10	1784	deletion_10
-4	98	10	deletion	10	1785	deletion_10
-4	99	10	deletion	10	1786	deletion_10
-4	100	10	deletion	10	1787	deletion_10
-4	101	10	deletion	10	1788	deletion_10
-4	102	10	deletion	10	1789	deletion_10
-5	103	10	deletion	10	1790	deletion_10
-3	104	10	deletion	10	1791	deletion_10
-3	105	10	deletion	10	1792	deletion_10
-3	106	10	deletion	10	1793	deletion_10
-2	107	10	deletion	10	1794	deletion_10
-2	108	10	deletion	10	1795	deletion_10
-2	109	10	deletion	10	1796	deletion_10
-2	110	10	deletion	10	1797	deletion_10
-2	111	10	deletion	10	1798	deletion_10
-2	112	10	deletion	10	1799	deletion_10
-2	113	10	deletion	10	1800	deletion_10
-2	114	10	deletion	10	1801	deletion_10
-2	115	10	deletion	10	1802	deletion_10
-2	116	10	deletion	10	1803	deletion_10
-3	117	10	deletion	10	1804	deletion_10
-3	118	10	deletion	10	1805	deletion_10
-3	119	10	deletion	10	1806	deletion_10
-3	120	10	deletion	10	1807	deletion_10
-3	121	10	deletion	10	1808	deletion_10
-3	122	10	deletion	10	1809	deletion_10
-3	123	10	deletion	10	1810	deletion_10
-3	124	10	deletion	10	1811	deletion_10
-3	125	10	deletion	10	1812	deletion_10
-3	126	10	deletion	10	1813	deletion_10
-3	127	10	deletion	10	1814	deletion_10
-3	128	10	deletion	10	1815	deletion_10
-3	129	10	deletion	10	1816	deletion_10
-4	130	10	deletion	10	1817	deletion_10
-4	131	10	deletion	10	1818	deletion_10
-5	132	10	deletion	10	1819	deletion_10
-5	133	10	deletion	10	1820	deletion_10
-5	134	10	deletion	10	1821	deletion_10
-6	135	10	deletion	10	1822	deletion_10
-6	136	10	deletion	10	1823	deletion_10
0	1	11	deletion	11	1824	deletion_11
0	2	11	deletion	11	1825	deletion_11
0	3	11	deletion	11	1826	deletion_11
0	4	11	deletion	11	1827	deletion_11
0	5	11	deletion	11	1828	deletion_11
0	6	11	deletion	11	1829	deletion_11
0	7	11	deletion	11	1830	deletion_11
-2	8	11	deletion	11	1831	deletion_11
-1	9	11	deletion	11	1832	deletion_11
-2	10	11	deletion	11	1833	deletion_11
-2	11	11	deletion	11	1834	deletion_11
-1	12	11	deletion	11	1835	deletion_11
-1	13	11	deletion	11	1836	deletion_11
-1	14	11	deletion	11	1837	deletion_11
-1	15	11	deletion	11	1838	deletion_11
0	16	11	deletion	11	1839	deletion_11
0	17	11	deletion	11	1840	deletion_11
0	18	11	deletion	11	1841	deletion_11
0	19	11	deletion	11	1842	deletion_11
0	20	11	deletion	11	1843	deletion_11
-2	21	11	deletion	11	1844	deletion_11
-2	22	11	deletion	11	1845	deletion_11
-2	23	11	deletion	11	1846	deletion_11
-2	24	11	deletion	11	1847	deletion_11
-2	25	11	deletion	11	1848	deletion_11
-2	26	11	deletion	11	1849	deletion_11
-2	27	11	deletion	11	1850	deletion_11
-2	28	11	deletion	11	1851	deletion_11
-2	29	11	deletion	11	1852	deletion_11
-2	30	11	deletion	11	1853	deletion_11
-2	31	11	deletion	11	1854	deletion_11
-2	32	11	deletion	11	1855	deletion_11
0	33	11	deletion	11	1856	deletion_11
0	34	11	deletion	11	1857	deletion_11
0	35	11	deletion	11	1858	deletion_11
0	36	11	deletion	11	1859	deletion_11
0	37	11	deletion	11	1860	deletion_11
0	38	11	deletion	11	1861	deletion_11
0	39	11	deletion	11	1862	deletion_11
0	40	11	deletion	11	1863	deletion_11
0	41	11	deletion	11	1864	deletion_11
0	42	11	deletion	11	1865	deletion_11
0	43	11	deletion	11	1866	deletion_11
0	44	11	deletion	11	1867	deletion_11
0	45	11	deletion	11	1868	deletion_11
-2	46	11	deletion	11	1869	deletion_11
-3	47	11	deletion	11	1870	deletion_11
-3	48	11	deletion	11	1871	deletion_11
-3	49	11	deletion	11	1872	deletion_11
-2	50	11	deletion	11	1873	deletion_11
-2	51	11	deletion	11	1874	deletion_11
-3	52	11	deletion	11	1875	deletion_11
0	53	11	deletion	11	1876	deletion_11
0	54	11	deletion	11	1877	deletion_11
0	55	11	deletion	11	1878	deletion_11
0	56	11	deletion	11	1879	deletion_11
0	57	11	deletion	11	1880	deletion_11
0	58	11	deletion	11	1881	deletion_11
0	59	11	deletion	11	1882	deletion_11
0	60	11	deletion	11	1883	deletion_11
0	61	11	deletion	11	1884	deletion_11
0	62	11	deletion	11	1885	deletion_11
0	63	11	deletion	11	1886	deletion_11
0	64	11	deletion	11	1887	deletion_11
0	65	11	deletion	11	1888	deletion_11
0	66	11	deletion	11	1889	deletion_11
0	67	11	deletion	11	1890	deletion_11
0	68	11	deletion	11	1891	deletion_11
0	69	11	deletion	11	1892	deletion_11
0	70	11	deletion	11	1893	deletion_11
0	71	11	deletion	11	1894	deletion_11
0	72	11	deletion	11	1895	deletion_11
0	73	11	deletion	11	1896	deletion_11
0	74	11	deletion	11	1897	deletion_11
0	75	11	deletion	11	1898	deletion_11
-1	76	11	deletion	11	1899	deletion_11
0	77	11	deletion	11	1900	deletion_11
0	78	11	deletion	11	1901	deletion_11
0	79	11	deletion	11	1902	deletion_11
0	80	11	deletion	11	1903	deletion_11
0	81	11	deletion	11	1904	deletion_11
0	82	11	deletion	11	1905	deletion_11
0	83	11	deletion	11	1906	deletion_11
0	84	11	deletion	11	1907	deletion_11
0	85	11	deletion	11	1908	deletion_11
0	86	11	deletion	11	1909	deletion_11
0	87	11	deletion	11	1910	deletion_11
0	88	11	deletion	11	1911	deletion_11
-2	89	11	deletion	11	1912	deletion_11
-2	90	11	deletion	11	1913	deletion_11
-2	91	11	deletion	11	1914	deletion_11
-2	92	11	deletion	11	1915	deletion_11
-2	93	11	deletion	11	1916	deletion_11
-2	94	11	deletion	11	1917	deletion_11
-2	95	11	deletion	11	1918	deletion_11
-2	96	11	deletion	11	1919	deletion_11
-2	97	11	deletion	11	1920	deletion_11
-2	98	11	deletion	11	1921	deletion_11
-2	99	11	deletion	11	1922	deletion_11
-2	100	11	deletion	11	1923	deletion_11
-2	101	11	deletion	11	1924	deletion_11
-2	102	11	deletion	11	1925	deletion_11
-2	103	11	deletion	11	1926	deletion_11
-2	104	11	deletion	11	1927	deletion_11
-2	105	11	deletion	11	1928	deletion_11
-2	106	11	deletion	11	1929	deletion_11
-2	107	11	deletion	11	1930	deletion_11
-2	108	11	deletion	11	1931	deletion_11
-2	109	11	deletion	11	1932	deletion_11
-2	110	11	deletion	11	1933	deletion_11
-2	111	11	deletion	11	1934	deletion_11
-2	112	11	deletion	11	1935	deletion_11
-2	113	11	deletion	11	1936	deletion_11
-2	114	11	deletion	11	1937	deletion_11
-2	115	11	deletion	11	1938	deletion_11
-2	116	11	deletion	11	1939	deletion_11
-2	117	11	deletion	11	1940	deletion_11
-2	118	11	deletion	11	1941	deletion_11
-2	119	11	deletion	11	1942	deletion_11
-2	120	11	deletion	11	1943	deletion_11
-2	121	11	deletion	11	1944	deletion_11
-2	122	11	deletion	11	1945	deletion_11
-2	123	11	deletion	11	1946	deletion_11
-2	124	11	deletion	11	1947	deletion_11
-2	125	11	deletion	11	1948	deletion_11
-2	126	11	deletion	11	1949	deletion_11
-2	127	11	deletion	11	1950	deletion_11
-2	128	11	deletion	11	1951	deletion_11
-2	129	11	deletion	11	1952	deletion_11
-2	130	11	deletion	11	1953	deletion_11
-3	131	11	deletion	11	1954	deletion_11
-4	132	11	deletion	11	1955	deletion_11
-4	133	11	deletion	11	1956	deletion_11
-4	134	11	deletion	11	1957	deletion_11
-4	135	11	deletion	11	1958	deletion_11
0	136	11	deletion	11	1959	deletion_11
0	1	12	deletion	12	1960	deletion_12
0	2	12	deletion	12	1961	deletion_12
0	3	12	deletion	12	1962	deletion_12
0	4	12	deletion	12	1963	deletion_12
0	5	12	deletion	12	1964	deletion_12
0	6	12	deletion	12	1965	deletion_12
0	7	12	deletion	12	1966	deletion_12
0	8	12	deletion	12	1967	deletion_12
0	9	12	deletion	12	1968	deletion_12
0	10	12	deletion	12	1969	deletion_12
0	11	12	deletion	12	1970	deletion_12
0	12	12	deletion	12	1971	deletion_12
-1	13	12	deletion	12	1972	deletion_12
-2	14	12	deletion	12	1973	deletion_12
-2	15	12	deletion	12	1974	deletion_12
-2	16	12	deletion	12	1975	deletion_12
-2	17	12	deletion	12	1976	deletion_12
-2	18	12	deletion	12	1977	deletion_12
-1	19	12	deletion	12	1978	deletion_12
-1	20	12	deletion	12	1979	deletion_12
-1	21	12	deletion	12	1980	deletion_12
-1	22	12	deletion	12	1981	deletion_12
-1	23	12	deletion	12	1982	deletion_12
-1	24	12	deletion	12	1983	deletion_12
-1	25	12	deletion	12	1984	deletion_12
0	26	12	deletion	12	1985	deletion_12
0	27	12	deletion	12	1986	deletion_12
0	28	12	deletion	12	1987	deletion_12
0	29	12	deletion	12	1988	deletion_12
0	30	12	deletion	12	1989	deletion_12
0	31	12	deletion	12	1990	deletion_12
-2	32	12	deletion	12	1991	deletion_12
-2	33	12	deletion	12	1992	deletion_12
-1	34	12	deletion	12	1993	deletion_12
0	35	12	deletion	12	1994	deletion_12
0	36	12	deletion	12	1995	deletion_12
0	37	12	deletion	12	1996	deletion_12
0	38	12	deletion	12	1997	deletion_12
0	39	12	deletion	12	1998	deletion_12
0	40	12	deletion	12	1999	deletion_12
0	41	12	deletion	12	2000	deletion_12
0	42	12	deletion	12	2001	deletion_12
0	43	12	deletion	12	2002	deletion_12
0	44	12	deletion	12	2003	deletion_12
0	45	12	deletion	12	2004	deletion_12
0	46	12	deletion	12	2005	deletion_12
0	47	12	deletion	12	2006	deletion_12
0	48	12	deletion	12	2007	deletion_12
0	49	12	deletion	12	2008	deletion_12
0	50	12	deletion	12	2009	deletion_12
-1	51	12	deletion	12	2010	deletion_12
-1	52	12	deletion	12	2011	deletion_12
-1	53	12	deletion	12	2012	deletion_12
-1	54	12	deletion	12	2013	deletion_12
-1	55	12	deletion	12	2014	deletion_12
0	56	12	deletion	12	2015	deletion_12
0	57	12	deletion	12	2016	deletion_12
0	58	12	deletion	12	2017	deletion_12
0	59	12	deletion	12	2018	deletion_12
0	60	12	deletion	12	2019	deletion_12
0	61	12	deletion	12	2020	deletion_12
0	62	12	deletion	12	2021	deletion_12
0	63	12	deletion	12	2022	deletion_12
0	64	12	deletion	12	2023	deletion_12
0	65	12	deletion	12	2024	deletion_12
-1	66	12	deletion	12	2025	deletion_12
-1	67	12	deletion	12	2026	deletion_12
-1	68	12	deletion	12	2027	deletion_12
-1	69	12	deletion	12	2028	deletion_12
-1	70	12	deletion	12	2029	deletion_12
-1	71	12	deletion	12	2030	deletion_12
-1	72	12	deletion	12	2031	deletion_12
-1	73	12	deletion	12	2032	deletion_12
-1	74	12	deletion	12	2033	deletion_12
-1	75	12	deletion	12	2034	deletion_12
-1	76	12	deletion	12	2035	deletion_12
-1	77	12	deletion	12	2036	deletion_12
-1	78	12	deletion	12	2037	deletion_12
-1	79	12	deletion	12	2038	deletion_12
0	80	12	deletion	12	2039	deletion_12
0	81	12	deletion	12	2040	deletion_12
0	82	12	deletion	12	2041	deletion_12
0	83	12	deletion	12	2042	deletion_12
0	84	12	deletion	12	2043	deletion_12
0	85	12	deletion	12	2044	deletion_12
0	86	12	deletion	12	2045	deletion_12
0	87	12	deletion	12	2046	deletion_12
0	88	12	deletion	12	2047	deletion_12
0	89	12	deletion	12	2048	deletion_12
0	90	12	deletion	12	2049	deletion_12
-1	91	12	deletion	12	2050	deletion_12
-1	92	12	deletion	12	2051	deletion_12
-1	93	12	deletion	12	2052	deletion_12
-1	94	12	deletion	12	2053	deletion_12
-1	95	12	deletion	12	2054	deletion_12
-1	96	12	deletion	12	2055	deletion_12
-1	97	12	deletion	12	2056	deletion_12
-1	98	12	deletion	12	2057	deletion_12
-2	99	12	deletion	12	2058	deletion_12
-2	100	12	deletion	12	2059	deletion_12
-1	101	12	deletion	12	2060	deletion_12
-1	102	12	deletion	12	2061	deletion_12
-1	103	12	deletion	12	2062	deletion_12
-1	104	12	deletion	12	2063	deletion_12
-1	105	12	deletion	12	2064	deletion_12
-1	106	12	deletion	12	2065	deletion_12
-1	107	12	deletion	12	2066	deletion_12
-1	108	12	deletion	12	2067	deletion_12
-1	109	12	deletion	12	2068	deletion_12
-1	110	12	deletion	12	2069	deletion_12
-1	111	12	deletion	12	2070	deletion_12
-1	112	12	deletion	12	2071	deletion_12
-1	113	12	deletion	12	2072	deletion_12
-1	114	12	deletion	12	2073	deletion_12
-2	115	12	deletion	12	2074	deletion_12
-2	116	12	deletion	12	2075	deletion_12
-1	117	12	deletion	12	2076	deletion_12
-1	118	12	deletion	12	2077	deletion_12
-1	119	12	deletion	12	2078	deletion_12
-1	120	12	deletion	12	2079	deletion_12
-4	121	12	deletion	12	2080	deletion_12
-4	122	12	deletion	12	2081	deletion_12
-4	123	12	deletion	12	2082	deletion_12
-4	124	12	deletion	12	2083	deletion_12
-4	125	12	deletion	12	2084	deletion_12
-2	126	12	deletion	12	2085	deletion_12
-2	127	12	deletion	12	2086	deletion_12
-2	128	12	deletion	12	2087	deletion_12
-2	129	12	deletion	12	2088	deletion_12
-2	130	12	deletion	12	2089	deletion_12
-2	131	12	deletion	12	2090	deletion_12
-2	132	12	deletion	12	2091	deletion_12
-3	133	12	deletion	12	2092	deletion_12
-3	134	12	deletion	12	2093	deletion_12
0	1	13	deletion	13	2094	deletion_13
0	2	13	deletion	13	2095	deletion_13
0	3	13	deletion	13	2096	deletion_13
0	4	13	deletion	13	2097	deletion_13
0	5	13	deletion	13	2098	deletion_13
0	6	13	deletion	13	2099	deletion_13
0	7	13	deletion	13	2100	deletion_13
0	8	13	deletion	13	2101	deletion_13
0	9	13	deletion	13	2102	deletion_13
0	10	13	deletion	13	2103	deletion_13
0	11	13	deletion	13	2104	deletion_13
0	12	13	deletion	13	2105	deletion_13
0	13	13	deletion	13	2106	deletion_13
0	14	13	deletion	13	2107	deletion_13
0	15	13	deletion	13	2108	deletion_13
0	16	13	deletion	13	2109	deletion_13
0	17	13	deletion	13	2110	deletion_13
0	18	13	deletion	13	2111	deletion_13
0	19	13	deletion	13	2112	deletion_13
-8	20	13	deletion	13	2113	deletion_13
-8	21	13	deletion	13	2114	deletion_13
-8	22	13	deletion	13	2115	deletion_13
-8	23	13	deletion	13	2116	deletion_13
-8	24	13	deletion	13	2117	deletion_13
-8	25	13	deletion	13	2118	deletion_13
-8	26	13	deletion	13	2119	deletion_13
-8	27	13	deletion	13	2120	deletion_13
-8	28	13	deletion	13	2121	deletion_13
-8	29	13	deletion	13	2122	deletion_13
-8	30	13	deletion	13	2123	deletion_13
-8	31	13	deletion	13	2124	deletion_13
-9	32	13	deletion	13	2125	deletion_13
-8	33	13	deletion	13	2126	deletion_13
-8	34	13	deletion	13	2127	deletion_13
-8	35	13	deletion	13	2128	deletion_13
-9	36	13	deletion	13	2129	deletion_13
-9	37	13	deletion	13	2130	deletion_13
-8	38	13	deletion	13	2131	deletion_13
-8	39	13	deletion	13	2132	deletion_13
-9	40	13	deletion	13	2133	deletion_13
-9	41	13	deletion	13	2134	deletion_13
-9	42	13	deletion	13	2135	deletion_13
-9	43	13	deletion	13	2136	deletion_13
-9	44	13	deletion	13	2137	deletion_13
-9	45	13	deletion	13	2138	deletion_13
-9	46	13	deletion	13	2139	deletion_13
-9	47	13	deletion	13	2140	deletion_13
-9	48	13	deletion	13	2141	deletion_13
-9	49	13	deletion	13	2142	deletion_13
-9	50	13	deletion	13	2143	deletion_13
-9	51	13	deletion	13	2144	deletion_13
-8	52	13	deletion	13	2145	deletion_13
-8	53	13	deletion	13	2146	deletion_13
-8	54	13	deletion	13	2147	deletion_13
-8	55	13	deletion	13	2148	deletion_13
-9	56	13	deletion	13	2149	deletion_13
-9	57	13	deletion	13	2150	deletion_13
-9	58	13	deletion	13	2151	deletion_13
-8	59	13	deletion	13	2152	deletion_13
-8	60	13	deletion	13	2153	deletion_13
-8	61	13	deletion	13	2154	deletion_13
-8	62	13	deletion	13	2155	deletion_13
-8	63	13	deletion	13	2156	deletion_13
-8	64	13	deletion	13	2157	deletion_13
-8	65	13	deletion	13	2158	deletion_13
-7	66	13	deletion	13	2159	deletion_13
-7	67	13	deletion	13	2160	deletion_13
-7	68	13	deletion	13	2161	deletion_13
-7	69	13	deletion	13	2162	deletion_13
-7	70	13	deletion	13	2163	deletion_13
-8	71	13	deletion	13	2164	deletion_13
-8	72	13	deletion	13	2165	deletion_13
-7	73	13	deletion	13	2166	deletion_13
-8	74	13	deletion	13	2167	deletion_13
-8	75	13	deletion	13	2168	deletion_13
-9	76	13	deletion	13	2169	deletion_13
-10	77	13	deletion	13	2170	deletion_13
-9	78	13	deletion	13	2171	deletion_13
-9	79	13	deletion	13	2172	deletion_13
-8	80	13	deletion	13	2173	deletion_13
-7	81	13	deletion	13	2174	deletion_13
-8	82	13	deletion	13	2175	deletion_13
-7	83	13	deletion	13	2176	deletion_13
-6	84	13	deletion	13	2177	deletion_13
-6	85	13	deletion	13	2178	deletion_13
-7	86	13	deletion	13	2179	deletion_13
-6	87	13	deletion	13	2180	deletion_13
-6	88	13	deletion	13	2181	deletion_13
-6	89	13	deletion	13	2182	deletion_13
-6	90	13	deletion	13	2183	deletion_13
-6	91	13	deletion	13	2184	deletion_13
-6	92	13	deletion	13	2185	deletion_13
-5	93	13	deletion	13	2186	deletion_13
-5	94	13	deletion	13	2187	deletion_13
-6	95	13	deletion	13	2188	deletion_13
-6	96	13	deletion	13	2189	deletion_13
-6	97	13	deletion	13	2190	deletion_13
-6	98	13	deletion	13	2191	deletion_13
-6	99	13	deletion	13	2192	deletion_13
-6	100	13	deletion	13	2193	deletion_13
-6	101	13	deletion	13	2194	deletion_13
-6	102	13	deletion	13	2195	deletion_13
-5	103	13	deletion	13	2196	deletion_13
-5	104	13	deletion	13	2197	deletion_13
-5	105	13	deletion	13	2198	deletion_13
-5	106	13	deletion	13	2199	deletion_13
-5	107	13	deletion	13	2200	deletion_13
-6	108	13	deletion	13	2201	deletion_13
-6	109	13	deletion	13	2202	deletion_13
-6	110	13	deletion	13	2203	deletion_13
-6	111	13	deletion	13	2204	deletion_13
-6	112	13	deletion	13	2205	deletion_13
-8	113	13	deletion	13	2206	deletion_13
-8	114	13	deletion	13	2207	deletion_13
-9	115	13	deletion	13	2208	deletion_13
-9	116	13	deletion	13	2209	deletion_13
0	1	14	deletion	14	2210	deletion_14
0	2	14	deletion	14	2211	deletion_14
0	3	14	deletion	14	2212	deletion_14
0	4	14	deletion	14	2213	deletion_14
0	5	14	deletion	14	2214	deletion_14
0	6	14	deletion	14	2215	deletion_14
0	7	14	deletion	14	2216	deletion_14
0	8	14	deletion	14	2217	deletion_14
0	9	14	deletion	14	2218	deletion_14
0	10	14	deletion	14	2219	deletion_14
0	11	14	deletion	14	2220	deletion_14
0	12	14	deletion	14	2221	deletion_14
0	13	14	deletion	14	2222	deletion_14
0	14	14	deletion	14	2223	deletion_14
0	15	14	deletion	14	2224	deletion_14
0	16	14	deletion	14	2225	deletion_14
0	17	14	deletion	14	2226	deletion_14
0	18	14	deletion	14	2227	deletion_14
0	19	14	deletion	14	2228	deletion_14
0	20	14	deletion	14	2229	deletion_14
-3	21	14	deletion	14	2230	deletion_14
-3	22	14	deletion	14	2231	deletion_14
-3	23	14	deletion	14	2232	deletion_14
-4	24	14	deletion	14	2233	deletion_14
-4	25	14	deletion	14	2234	deletion_14
-4	26	14	deletion	14	2235	deletion_14
-3	27	14	deletion	14	2236	deletion_14
-3	28	14	deletion	14	2237	deletion_14
-3	29	14	deletion	14	2238	deletion_14
-3	30	14	deletion	14	2239	deletion_14
-3	31	14	deletion	14	2240	deletion_14
-3	32	14	deletion	14	2241	deletion_14
-3	33	14	deletion	14	2242	deletion_14
-3	34	14	deletion	14	2243	deletion_14
-6	35	14	deletion	14	2244	deletion_14
-6	36	14	deletion	14	2245	deletion_14
-4	37	14	deletion	14	2246	deletion_14
-4	38	14	deletion	14	2247	deletion_14
-4	39	14	deletion	14	2248	deletion_14
-4	40	14	deletion	14	2249	deletion_14
-4	41	14	deletion	14	2250	deletion_14
-4	42	14	deletion	14	2251	deletion_14
-4	43	14	deletion	14	2252	deletion_14
-4	44	14	deletion	14	2253	deletion_14
-5	45	14	deletion	14	2254	deletion_14
-5	46	14	deletion	14	2255	deletion_14
-5	47	14	deletion	14	2256	deletion_14
-5	48	14	deletion	14	2257	deletion_14
-5	49	14	deletion	14	2258	deletion_14
-5	50	14	deletion	14	2259	deletion_14
-3	51	14	deletion	14	2260	deletion_14
-3	52	14	deletion	14	2261	deletion_14
-3	53	14	deletion	14	2262	deletion_14
-3	54	14	deletion	14	2263	deletion_14
-3	55	14	deletion	14	2264	deletion_14
-3	56	14	deletion	14	2265	deletion_14
-3	57	14	deletion	14	2266	deletion_14
-4	58	14	deletion	14	2267	deletion_14
-4	59	14	deletion	14	2268	deletion_14
-4	60	14	deletion	14	2269	deletion_14
-4	61	14	deletion	14	2270	deletion_14
-4	62	14	deletion	14	2271	deletion_14
-6	63	14	deletion	14	2272	deletion_14
-6	64	14	deletion	14	2273	deletion_14
-6	65	14	deletion	14	2274	deletion_14
-6	66	14	deletion	14	2275	deletion_14
-6	67	14	deletion	14	2276	deletion_14
-6	68	14	deletion	14	2277	deletion_14
-6	69	14	deletion	14	2278	deletion_14
-6	70	14	deletion	14	2279	deletion_14
-6	71	14	deletion	14	2280	deletion_14
-6	72	14	deletion	14	2281	deletion_14
-6	73	14	deletion	14	2282	deletion_14
-6	74	14	deletion	14	2283	deletion_14
-6	75	14	deletion	14	2284	deletion_14
-6	76	14	deletion	14	2285	deletion_14
-6	77	14	deletion	14	2286	deletion_14
-6	78	14	deletion	14	2287	deletion_14
-6	79	14	deletion	14	2288	deletion_14
-6	80	14	deletion	14	2289	deletion_14
-5	81	14	deletion	14	2290	deletion_14
-5	82	14	deletion	14	2291	deletion_14
-5	83	14	deletion	14	2292	deletion_14
-5	84	14	deletion	14	2293	deletion_14
-5	85	14	deletion	14	2294	deletion_14
-5	86	14	deletion	14	2295	deletion_14
-5	87	14	deletion	14	2296	deletion_14
-5	88	14	deletion	14	2297	deletion_14
-5	89	14	deletion	14	2298	deletion_14
-5	90	14	deletion	14	2299	deletion_14
-5	91	14	deletion	14	2300	deletion_14
-5	92	14	deletion	14	2301	deletion_14
-5	93	14	deletion	14	2302	deletion_14
-5	94	14	deletion	14	2303	deletion_14
-5	95	14	deletion	14	2304	deletion_14
-5	96	14	deletion	14	2305	deletion_14
-5	97	14	deletion	14	2306	deletion_14
-5	98	14	deletion	14	2307	deletion_14
-5	99	14	deletion	14	2308	deletion_14
-5	100	14	deletion	14	2309	deletion_14
-5	101	14	deletion	14	2310	deletion_14
-5	102	14	deletion	14	2311	deletion_14
-7	103	14	deletion	14	2312	deletion_14
-7	104	14	deletion	14	2313	deletion_14
-7	105	14	deletion	14	2314	deletion_14
-5	106	14	deletion	14	2315	deletion_14
-5	107	14	deletion	14	2316	deletion_14
-5	108	14	deletion	14	2317	deletion_14
0	1	15	deletion	15	2318	deletion_15
0	2	15	deletion	15	2319	deletion_15
0	3	15	deletion	15	2320	deletion_15
0	4	15	deletion	15	2321	deletion_15
0	5	15	deletion	15	2322	deletion_15
0	6	15	deletion	15	2323	deletion_15
0	7	15	deletion	15	2324	deletion_15
0	8	15	deletion	15	2325	deletion_15
0	9	15	deletion	15	2326	deletion_15
0	10	15	deletion	15	2327	deletion_15
0	11	15	deletion	15	2328	deletion_15
0	12	15	deletion	15	2329	deletion_15
0	13	15	deletion	15	2330	deletion_15
0	14	15	deletion	15	2331	deletion_15
0	15	15	deletion	15	2332	deletion_15
0	16	15	deletion	15	2333	deletion_15
0	17	15	deletion	15	2334	deletion_15
0	18	15	deletion	15	2335	deletion_15
0	19	15	deletion	15	2336	deletion_15
0	20	15	deletion	15	2337	deletion_15
0	21	15	deletion	15	2338	deletion_15
-4	22	15	deletion	15	2339	deletion_15
